homeownership,loan_purpose,annual_income,debt_to_income,loan_amount,balance,term,interest_rate
MORTGAGE,other,61000.0,33.29,6000,5401.64,36,7.96
RENT,debt_consolidation,60000.0,22.94,30000,29036.82,60,17.47
RENT,debt_consolidation,27976.0,18.19,10000,9327.09,36,15.04
OWN,other,52000.0,20.52,4800,4555.58,36,6.07
MORTGAGE,major_purchase,260000.0,0.54,40000,38414.48,60,9.43
RENT,other,28000.0,7.16,3600,3138.3,36,6.08
MORTGAGE,debt_consolidation,110000.0,16.19,20000,19005.39,60,11.99
OWN,moving,50000.0,24.0,25000,24021.35,60,9.92
MORTGAGE,home_improvement,95500.0,16.44,3000,2673.31,36,18.06
OWN,house,95000.0,14.87,9600,9134.64,36,9.43
MORTGAGE,other,84279.78,10.32,40000,38434.19,60,9.92
RENT,debt_consolidation,55000.0,24.22,15000,14526.88,60,28.72
MORTGAGE,credit_card,60000.0,31.18,38000,35603.47,36,19.42
MORTGAGE,credit_card,100000.0,38.45,40000,38847.77,60,21.45
MORTGAGE,debt_consolidation,42000.0,26.71,8000,6982.67,36,6.72
MORTGAGE,debt_consolidation,78762.0,12.28,16000,15000.36,60,11.99
OWN,debt_consolidation,45000.0,37.57,3000,2729.18,36,15.05
RENT,debt_consolidation,60000.0,19.62,22000,19501.8,36,15.05
MORTGAGE,debt_consolidation,90000.0,21.63,36000,33869.25,60,14.08
RENT,debt_consolidation,102500.0,3.52,15000,13861.74,36,6.71
OWN,credit_card,69000.0,16.73,25000,23727.01,36,6.07
MORTGAGE,debt_consolidation,75000.0,42.99,4800,4481.57,36,16.01
RENT,debt_consolidation,187116.0,13.85,25000,22942.47,36,21.45
OWN,other,38400.0,11.63,1500,375.21,36,9.92
RENT,debt_consolidation,35000.0,26.58,10000,8976.56,36,6.08
MORTGAGE,debt_consolidation,260000.0,7.85,32000,27930.78,36,6.72
MORTGAGE,credit_card,96996.0,26.24,25000,23008.18,36,10.9
RENT,debt_consolidation,162000.0,2.75,40000,35095.78,36,9.44
OWN,debt_consolidation,34500.0,17.6,5500,5082.64,36,6.71
RENT,debt_consolidation,40000.0,19.62,10000,9586.3,60,19.03
MORTGAGE,debt_consolidation,30205.5,47.68,14350,12860.42,36,21.45
RENT,other,35000.0,40.71,6000,5711.25,36,9.92
MORTGAGE,debt_consolidation,51000.0,14.85,4000,3486.96,36,6.08
RENT,debt_consolidation,69860.0,13.0,10000,9603.61,60,9.43
OWN,credit_card,120000.0,15.33,20000,17456.72,36,6.72
MORTGAGE,other,44190.0,18.98,3500,3138.03,36,5.32
MORTGAGE,debt_consolidation,320000.0,21.88,35000,34119.79,60,26.3
RENT,debt_consolidation,36000.0,18.77,8000,7267.74,36,14.08
MORTGAGE,home_improvement,33000.0,19.2,1800,1662.15,36,6.07
RENT,credit_card,128000.0,15.45,16000,15236.35,60,13.59
MORTGAGE,debt_consolidation,140000.0,11.5,30000,26982.9,36,7.35
OWN,debt_consolidation,72000.0,10.53,27000,25117.49,36,12.61
MORTGAGE,major_purchase,57000.0,6.53,2050,1787.08,36,6.08
RENT,debt_consolidation,144000.0,5.57,6000,5391.31,36,6.72
RENT,credit_card,90000.0,19.23,15000,13319.42,36,16.02
RENT,debt_consolidation,30000.0,33.72,3600,3182.86,36,13.59
MORTGAGE,debt_consolidation,175000.0,11.99,40000,38664.52,60,16.01
RENT,major_purchase,80000.0,11.03,40000,34817.92,36,5.32
RENT,vacation,28865.0,13.01,2400,2118.18,36,12.62
RENT,other,37000.0,16.57,12000,10528.73,36,9.44
MORTGAGE,other,52821.43,20.22,7000,6117.28,36,7.35
RENT,debt_consolidation,59789.0,13.29,10000,9312.65,36,13.59
RENT,debt_consolidation,40000.0,21.55,8000,7091.56,36,15.05
MORTGAGE,debt_consolidation,65000.0,20.37,29500,27851.2,60,7.34
MORTGAGE,debt_consolidation,55000.0,12.28,24000,22524.18,60,12.62
OWN,credit_card,50000.0,28.38,14000,12660.0,36,10.91
MORTGAGE,debt_consolidation,163000.0,21.13,16000,14362.51,36,6.08
OWN,debt_consolidation,25000.0,103.98,35000,33769.83,60,14.07
RENT,other,36000.0,21.33,10000,8749.43,36,7.97
RENT,vacation,41000.0,16.04,10000,8976.56,36,6.08
RENT,debt_consolidation,65000.0,33.05,6300,5869.98,36,14.07
MORTGAGE,debt_consolidation,61000.0,12.3,5000,4358.7,36,6.08
RENT,debt_consolidation,65000.0,29.38,6000,5568.11,36,10.41
MORTGAGE,other,55000.0,53.65,27200,23978.63,36,11.99
RENT,credit_card,57500.0,11.15,10000,8798.08,36,10.91
MORTGAGE,debt_consolidation,72000.0,25.38,2000,0.0,36,19.03
MORTGAGE,major_purchase,70000.0,13.72,4200,3996.39,36,9.43
OWN,debt_consolidation,107000.0,25.07,28000,26713.26,60,15.05
RENT,debt_consolidation,85000.0,12.48,24000,21076.87,36,9.93
MORTGAGE,home_improvement,100000.0,29.77,10000,9254.54,36,7.96
MORTGAGE,medical,110000.0,30.79,6675,6051.27,36,12.62
OWN,debt_consolidation,140000.0,11.68,20000,19332.26,60,16.01
MORTGAGE,credit_card,121800.0,15.63,36000,34590.77,60,9.92
RENT,debt_consolidation,300000.0,12.43,10000,8749.43,36,7.97
OWN,debt_consolidation,38000.0,51.14,7500,6869.54,36,20.0
MORTGAGE,credit_card,40000.0,32.34,5000,4492.21,36,14.08
MORTGAGE,debt_consolidation,95000.0,27.22,25000,0.0,36,9.93
MORTGAGE,debt_consolidation,160000.0,13.88,28000,26278.2,60,12.62
RENT,debt_consolidation,80000.0,39.97,37000,33542.72,36,12.62
RENT,debt_consolidation,62000.0,19.16,24000,23017.51,60,19.42
RENT,debt_consolidation,30000.0,34.72,10000,0.0,60,19.03
MORTGAGE,debt_consolidation,120000.0,9.2,3600,3331.62,36,7.96
RENT,other,80000.0,23.41,15000,11551.2,36,11.99
MORTGAGE,debt_consolidation,27840.0,44.53,16000,15003.29,60,10.91
RENT,debt_consolidation,57500.0,25.3,10000,9065.57,36,12.62
RENT,debt_consolidation,53800.0,18.45,12000,11341.92,60,17.09
MORTGAGE,debt_consolidation,61880.0,17.24,10000,9518.75,36,9.92
RENT,credit_card,55000.0,25.53,12000,11097.5,36,7.34
OWN,home_improvement,22000.0,27.11,5000,4623.95,36,7.34
MORTGAGE,credit_card,85765.0,16.63,20000,18452.04,36,5.31
MORTGAGE,debt_consolidation,70000.0,14.49,15000,14204.31,60,9.44
MORTGAGE,credit_card,225000.0,11.39,30000,26217.04,36,7.35
MORTGAGE,debt_consolidation,63000.0,20.48,21000,19877.21,60,18.06
MORTGAGE,debt_consolidation,120000.0,16.72,21000,19950.32,36,7.34
MORTGAGE,home_improvement,301000.0,11.63,22425,21555.94,60,21.45
OWN,debt_consolidation,53000.0,24.95,6000,5577.82,36,11.98
OWN,credit_card,70000.0,17.83,35000,33080.7,60,17.09
MORTGAGE,major_purchase,223500.0,15.22,40000,37080.14,36,9.43
MORTGAGE,debt_consolidation,60000.0,20.42,30000,28222.27,60,14.08
MORTGAGE,debt_consolidation,44211.0,11.94,12000,10655.53,36,16.02
MORTGAGE,house,155000.0,2.01,40000,0.0,36,6.08
MORTGAGE,home_improvement,52000.0,22.78,4000,3693.7,36,6.07
RENT,medical,67400.0,1.83,24000,20948.06,36,6.72
MORTGAGE,home_improvement,230000.0,4.93,40000,35863.53,36,5.32
OWN,major_purchase,23920.0,12.29,12000,11578.21,60,14.07
RENT,credit_card,70540.0,21.76,8000,7038.49,36,10.91
MORTGAGE,debt_consolidation,70000.0,4.15,30000,21909.48,36,7.97
RENT,debt_consolidation,25000.0,49.69,28000,26745.52,60,16.02
MORTGAGE,credit_card,110000.0,5.8,40000,37057.3,60,5.32
MORTGAGE,debt_consolidation,120000.0,8.46,13000,12085.27,36,11.98
RENT,debt_consolidation,65000.0,21.75,10800,9199.4,36,6.71
RENT,other,72000.0,5.53,8000,7403.68,36,7.97
MORTGAGE,debt_consolidation,60000.0,24.04,18000,16606.83,36,5.31
OWN,debt_consolidation,34800.0,5.52,30000,28531.92,60,12.62
RENT,debt_consolidation,45000.0,37.31,5100,4694.99,36,23.88
RENT,debt_consolidation,82000.0,26.87,40000,37806.54,60,17.09
RENT,debt_consolidation,110000.0,17.1,7200,6708.55,36,14.07
OWN,small_business,110000.0,22.1,24000,20998.65,36,7.97
MORTGAGE,credit_card,208000.0,21.62,23000,21563.06,60,11.99
MORTGAGE,credit_card,75000.0,5.82,12000,11081.12,36,6.07
MORTGAGE,debt_consolidation,145000.0,32.99,19300,17137.66,36,16.02
MORTGAGE,other,50000.0,10.02,15000,13920.33,36,10.41
MORTGAGE,home_improvement,94000.0,18.26,4000,3530.31,36,12.62
RENT,debt_consolidation,75000.0,19.3,18000,15691.48,36,6.08
MORTGAGE,other,53000.0,11.12,5000,4612.99,36,5.31
OWN,home_improvement,145000.0,16.98,25000,21820.89,36,6.72
MORTGAGE,debt_consolidation,50622.0,5.95,5600,0.0,36,9.44
OWN,debt_consolidation,250000.0,3.67,10000,9134.17,36,6.07
OWN,debt_consolidation,70000.0,35.95,6000,5439.35,36,12.62
RENT,debt_consolidation,50000.0,1.8,20000,16467.08,36,7.35
MORTGAGE,medical,48580.0,57.34,10000,9502.67,60,11.99
MORTGAGE,debt_consolidation,53654.88,7.05,15000,13173.04,36,9.93
RENT,debt_consolidation,50912.0,42.03,35000,33391.61,60,15.05
OWN,other,40000.0,23.97,6500,5839.17,36,22.91
MORTGAGE,debt_consolidation,11352.0,132.98,5000,4518.12,36,10.42
MORTGAGE,small_business,198000.0,7.26,40000,35160.4,36,10.42
MORTGAGE,debt_consolidation,112000.0,18.3,25000,23554.86,60,15.05
MORTGAGE,credit_card,150000.0,21.93,40000,36991.71,36,7.34
MORTGAGE,moving,160000.0,11.4,15000,13617.47,36,13.59
MORTGAGE,debt_consolidation,148650.0,0.53,40000,0.0,60,7.35
RENT,credit_card,50000.0,18.8,5000,4374.69,36,7.97
OWN,debt_consolidation,50000.0,24.1,9600,8721.33,36,14.08
RENT,debt_consolidation,71000.0,24.61,16000,14457.8,36,10.41
RENT,debt_consolidation,28201.32,35.74,17000,15173.85,36,19.03
MORTGAGE,debt_consolidation,115000.0,18.14,25000,23518.56,60,14.08
RENT,debt_consolidation,14500.0,8.36,15000,14410.98,60,24.84
MORTGAGE,debt_consolidation,200000.0,10.67,20000,17931.76,36,5.32
MORTGAGE,home_improvement,5000.0,216.83,33600,30361.44,36,10.41
OWN,debt_consolidation,34000.0,18.96,10000,9657.47,60,15.05
OWN,debt_consolidation,35000.0,14.44,11000,9734.02,36,14.08
RENT,debt_consolidation,70000.0,26.61,30000,28586.16,60,14.08
MORTGAGE,credit_card,150000.0,18.93,20000,18625.12,36,13.58
RENT,debt_consolidation,110000.0,2.69,30000,27723.52,36,6.71
MORTGAGE,debt_consolidation,35000.0,8.95,30000,28125.72,60,11.99
OWN,major_purchase,20000.0,11.04,1800,1683.13,36,17.47
MORTGAGE,car,36000.0,21.43,5000,4412.9,36,12.62
OWN,credit_card,50000.0,29.52,15000,14331.28,36,15.04
OWN,debt_consolidation,101000.0,14.7,27000,25813.08,60,5.31
MORTGAGE,debt_consolidation,87000.0,29.85,24000,23436.77,60,28.72
RENT,moving,84000.0,14.24,9600,8473.03,36,12.62
MORTGAGE,debt_consolidation,41442.0,34.67,17425,15378.98,36,12.62
RENT,debt_consolidation,50000.0,18.34,9000,8352.18,36,10.41
MORTGAGE,credit_card,80400.0,11.28,12000,11536.1,60,10.41
OWN,debt_consolidation,34000.0,27.11,20000,19037.5,36,9.92
OWN,credit_card,33600.0,8.36,4800,4243.84,36,13.59
RENT,debt_consolidation,30163.0,27.7,26000,25574.64,60,26.77
RENT,debt_consolidation,119568.0,22.04,10000,9327.09,36,15.04
MORTGAGE,vacation,65000.0,18.78,7200,6775.35,36,23.87
RENT,credit_card,82000.0,30.65,20000,19088.58,36,13.58
RENT,debt_consolidation,139000.0,13.55,19000,18058.86,36,7.96
MORTGAGE,credit_card,103170.0,1.0,12000,11071.21,36,5.31
OWN,credit_card,115000.0,22.76,35000,31025.59,36,15.05
MORTGAGE,debt_consolidation,155000.0,31.94,10000,8790.08,36,10.42
MORTGAGE,debt_consolidation,124000.0,18.81,40000,37185.49,36,11.98
MORTGAGE,home_improvement,13800.0,128.61,3600,3213.28,36,19.03
MORTGAGE,debt_consolidation,135000.0,20.42,20000,18059.32,36,9.93
RENT,debt_consolidation,38043.0,38.33,10000,9334.29,60,9.44
MORTGAGE,home_improvement,0.0,19.30819165998396,8000,7304.16,36,18.45
MORTGAGE,other,44000.0,34.0,6000,5274.05,36,10.42
RENT,debt_consolidation,58700.0,33.16,15000,14316.43,36,13.58
RENT,debt_consolidation,28000.0,11.36,7000,6499.71,36,10.9
MORTGAGE,debt_consolidation,61000.0,20.89,15000,13871.88,36,7.34
MORTGAGE,debt_consolidation,125000.0,4.31,25000,24358.5,60,10.41
RENT,debt_consolidation,54000.0,11.11,2000,1509.42,36,6.72
RENT,credit_card,70000.0,34.13,30000,26524.06,36,13.59
OWN,debt_consolidation,80000.0,16.7,10000,8994.29,36,7.35
MORTGAGE,debt_consolidation,84000.0,4.64,10500,8849.81,36,7.97
MORTGAGE,debt_consolidation,260000.0,14.94,20000,18468.54,36,6.07
RENT,credit_card,30000.0,5.48,10000,8879.63,36,16.02
RENT,credit_card,62000.0,18.14,20000,17698.3,36,14.08
RENT,debt_consolidation,60000.0,22.5,20000,16895.97,36,10.91
MORTGAGE,debt_consolidation,86000.0,27.41,29600,26727.79,36,9.93
MORTGAGE,home_improvement,46000.0,8.84,16000,15606.01,60,11.98
RENT,debt_consolidation,104000.0,18.6,35000,33800.93,60,15.04
RENT,vacation,60000.0,16.36,7000,6205.12,36,15.05
OWN,debt_consolidation,35000.0,34.6,7000,6522.2,36,14.07
RENT,debt_consolidation,31812.0,37.83,10000,9715.1,60,21.85
RENT,credit_card,92000.0,13.08,8000,7442.2,36,12.61
RENT,debt_consolidation,100000.0,5.47,3900,3712.31,36,9.92
RENT,credit_card,63000.0,27.05,8000,7318.34,36,19.03
RENT,credit_card,100000.0,9.08,12000,11426.66,36,10.41
MORTGAGE,debt_consolidation,47960.0,26.64,24000,22531.79,36,21.45
MORTGAGE,small_business,75610.0,24.45,5525,5159.19,36,16.01
MORTGAGE,debt_consolidation,63780.0,22.84,30000,28945.55,60,14.07
RENT,debt_consolidation,42000.0,12.09,10000,8825.79,36,12.62
OWN,credit_card,48000.0,0.68,6000,5562.0,36,9.43
MORTGAGE,debt_consolidation,130000.0,8.22,12000,10693.25,36,18.06
MORTGAGE,other,123000.0,14.59,6500,5064.26,36,10.42
MORTGAGE,other,48000.0,18.65,2400,2235.01,36,13.58
RENT,medical,75000.0,20.05,15000,13173.04,36,9.93
RENT,debt_consolidation,90000.0,16.31,7000,6496.14,36,10.41
OWN,credit_card,53000.0,13.63,6250,5796.96,36,9.92
MORTGAGE,house,115000.0,7.87,12000,11561.78,60,12.61
RENT,credit_card,7800.0,32.0,10000,9109.69,36,16.02
RENT,debt_consolidation,45000.0,19.89,8000,7245.8,36,11.99
MORTGAGE,other,110000.0,23.82,24000,22757.9,60,10.42
MORTGAGE,debt_consolidation,58000.0,14.84,14000,13671.43,60,28.72
RENT,other,33000.0,20.55,2500,2250.94,36,7.97
RENT,debt_consolidation,58000.0,6.31,20000,19164.16,60,7.34
MORTGAGE,debt_consolidation,70000.0,14.11,8000,7103.69,36,16.02
OWN,credit_card,72000.0,21.28,25000,23778.06,60,21.45
RENT,credit_card,30000.0,39.98,12900,11588.48,36,22.91
RENT,debt_consolidation,31000.0,30.89,8000,7152.33,36,20.0
OWN,debt_consolidation,71500.0,5.79,12000,10578.78,36,11.99
OWN,debt_consolidation,26500.0,10.19,10000,9285.29,36,10.9
RENT,debt_consolidation,153000.0,5.88,15000,13627.07,36,14.08
MORTGAGE,credit_card,220000.0,1.44,40000,37877.64,60,9.43
OWN,debt_consolidation,70209.0,33.06,23800,22706.28,60,15.05
MORTGAGE,debt_consolidation,78000.0,21.76,28000,25360.35,36,11.99
MORTGAGE,credit_card,180000.0,27.33,36000,33243.38,36,6.07
RENT,other,100000.0,18.18,15000,13173.04,36,9.93
MORTGAGE,credit_card,90000.0,27.99,35000,34205.61,60,15.04
MORTGAGE,debt_consolidation,61538.0,7.7,12000,10835.42,36,9.92
RENT,other,78816.0,17.57,13000,0.0,36,7.97
OWN,debt_consolidation,9840.0,89.88,6000,5385.95,36,6.08
OWN,debt_consolidation,36420.0,22.73,19200,18283.62,60,13.59
MORTGAGE,debt_consolidation,65000.0,30.66,27600,25902.83,60,12.62
OWN,home_improvement,90000.0,14.88,12800,12311.37,60,10.9
MORTGAGE,debt_consolidation,60000.0,29.72,15000,14659.54,60,15.04
MORTGAGE,other,100000.0,9.72,20000,19287.91,60,13.58
MORTGAGE,debt_consolidation,70000.0,0.46,10000,9751.83,60,26.77
MORTGAGE,home_improvement,151000.0,18.54,20000,19128.86,60,17.09
MORTGAGE,major_purchase,86000.0,13.51,15000,13851.4,36,6.07
MORTGAGE,debt_consolidation,110000.0,6.68,4000,3693.7,36,6.07
MORTGAGE,other,60000.0,23.02,18375,12637.22,60,10.9
RENT,credit_card,75000.0,32.93,4000,3622.9,36,11.99
RENT,debt_consolidation,75000.0,16.87,25000,23796.88,36,9.92
OWN,debt_consolidation,86000.0,12.46,25200,24102.35,60,17.09
MORTGAGE,debt_consolidation,10800.0,55.91,6000,5318.67,36,15.05
MORTGAGE,debt_consolidation,60000.0,12.86,12000,11599.33,60,16.01
MORTGAGE,other,95000.0,16.79,11200,10729.45,60,18.45
RENT,debt_consolidation,22800.0,20.59,21000,19606.87,36,16.01
RENT,other,36000.0,7.27,5000,4455.51,36,18.06
RENT,debt_consolidation,60000.0,16.34,13500,0.0,60,14.08
RENT,credit_card,58734.0,23.29,13000,12085.27,36,11.98
RENT,other,51000.0,16.35,25475,23760.75,36,15.04
MORTGAGE,debt_consolidation,55000.0,3.51,7000,6473.55,36,7.34
RENT,debt_consolidation,88000.0,13.04,10000,0.0,36,7.97
OWN,other,85820.0,19.44,16000,14840.23,36,9.92
MORTGAGE,home_improvement,96000.0,25.8,33000,30607.99,36,9.92
MORTGAGE,debt_consolidation,45000.0,50.21,25000,23136.34,36,7.96
MORTGAGE,debt_consolidation,0.0,19.30819165998396,27800,25764.48,36,9.43
RENT,home_improvement,65000.0,10.67,6000,5481.23,36,18.06
MORTGAGE,home_improvement,89000.0,7.45,5000,4532.79,36,12.62
RENT,debt_consolidation,82500.0,26.98,24000,22612.69,60,15.05
MORTGAGE,debt_consolidation,220000.0,16.18,36000,31382.95,36,6.08
MORTGAGE,debt_consolidation,56000.0,18.95,29800,29298.8,60,25.81
MORTGAGE,other,115000.0,12.21,17600,16390.08,36,13.58
MORTGAGE,credit_card,140000.0,16.15,28000,24614.42,36,10.42
RENT,debt_consolidation,0.0,19.30819165998396,20000,19128.86,60,17.09
MORTGAGE,debt_consolidation,85000.0,16.12,20000,18843.88,60,15.05
MORTGAGE,house,65000.0,2.1,6000,5544.75,36,6.72
MORTGAGE,credit_card,54000.0,12.82,3800,3522.59,36,9.43
MORTGAGE,debt_consolidation,105000.0,12.98,20000,17408.96,36,5.32
MORTGAGE,other,68000.0,18.23,10000,9683.98,60,18.06
OWN,debt_consolidation,22212.0,9.08,5000,4532.79,36,12.62
MORTGAGE,debt_consolidation,29000.0,23.63,7000,6522.2,36,14.07
MORTGAGE,credit_card,90000.0,14.89,12000,11427.24,60,13.59
MORTGAGE,house,160000.0,12.71,30000,25558.42,36,5.32
RENT,debt_consolidation,34521.0,16.45,14000,12806.45,36,19.03
MORTGAGE,debt_consolidation,32000.0,10.92,12000,0.0,36,11.99
OWN,debt_consolidation,22644.7,22.77,2800,2528.29,36,9.93
MORTGAGE,major_purchase,60000.0,16.5,25000,24121.29,60,14.07
MORTGAGE,home_improvement,135000.0,11.8,11000,0.06,60,9.92
RENT,medical,160000.0,11.69,8000,7308.3,36,18.06
RENT,credit_card,102000.0,8.85,16000,15224.4,36,9.43
MORTGAGE,debt_consolidation,47000.0,12.67,3000,0.0,36,13.59
MORTGAGE,debt_consolidation,24000.0,9.8,20000,18634.9,36,14.07
MORTGAGE,debt_consolidation,115000.0,15.22,20000,19010.53,36,7.96
RENT,debt_consolidation,75000.0,7.85,16000,15415.69,60,12.61
RENT,credit_card,70020.0,7.88,5000,4623.95,36,7.34
MORTGAGE,home_improvement,100000.0,4.38,20000,19103.71,60,16.01
RENT,debt_consolidation,125000.0,4.96,13800,13198.89,60,17.09
RENT,debt_consolidation,80000.0,17.64,20000,19269.64,60,12.61
MORTGAGE,debt_consolidation,100000.0,22.0,20800,19520.96,60,12.62
OWN,debt_consolidation,142000.0,11.27,35000,31510.1,36,7.97
RENT,credit_card,52278.85,18.04,21200,19156.89,36,10.42
RENT,debt_consolidation,70000.0,21.79,24000,23156.46,60,14.07
MORTGAGE,other,41200.0,16.95,10000,8488.64,36,7.35
OWN,vacation,70000.0,27.64,10000,9687.32,60,18.45
MORTGAGE,debt_consolidation,46422.0,66.18,35000,31603.79,36,9.93
MORTGAGE,debt_consolidation,54269.0,21.47,21150,20794.28,60,25.81
RENT,debt_consolidation,75000.0,18.92,24000,22646.89,60,16.02
MORTGAGE,house,150000.0,6.26,40000,37963.23,36,6.07
OWN,debt_consolidation,50000.0,17.23,20000,19021.27,60,12.62
MORTGAGE,credit_card,60000.0,20.78,25000,22485.76,36,7.35
RENT,credit_card,62400.0,35.35,30025,28033.19,36,16.01
OWN,home_improvement,84000.0,28.97,30000,28703.47,36,17.09
MORTGAGE,debt_consolidation,115000.0,15.34,28000,27113.29,60,28.72
RENT,credit_card,25500.0,4.38,9000,8102.57,36,7.97
MORTGAGE,debt_consolidation,101000.0,17.54,23200,20274.53,36,7.35
RENT,debt_consolidation,68000.0,26.83,23000,21801.18,60,19.03
MORTGAGE,medical,77000.0,12.25,25600,23815.37,36,12.62
RENT,credit_card,90000.0,11.13,8400,7390.41,36,10.91
RENT,credit_card,79000.0,19.92,40000,34956.08,36,7.35
MORTGAGE,debt_consolidation,30000.0,19.84,16000,14525.3,36,13.59
OWN,debt_consolidation,5208.0,96.77,7000,6660.67,36,9.43
MORTGAGE,debt_consolidation,133000.0,11.96,16000,13927.17,36,5.32
MORTGAGE,home_improvement,65000.0,11.39,10000,8717.45,36,6.08
MORTGAGE,debt_consolidation,110000.0,19.32,25000,23738.83,36,6.71
OWN,debt_consolidation,76000.0,36.13,33600,29654.79,36,12.62
RENT,credit_card,60000.0,25.4,10000,9634.82,60,12.61
RENT,other,60000.0,5.56,8000,7025.61,36,9.93
MORTGAGE,debt_consolidation,45000.0,7.65,12000,11477.28,60,17.09
OWN,debt_consolidation,50000.0,7.37,8000,6999.51,36,7.97
RENT,debt_consolidation,78000.0,30.06,26000,24867.51,60,17.09
MORTGAGE,small_business,140000.0,14.23,35000,31774.18,36,13.59
MORTGAGE,debt_consolidation,55000.0,14.07,15000,13223.48,36,11.99
MORTGAGE,credit_card,45000.0,29.2,4000,3590.61,36,6.08
RENT,debt_consolidation,57000.0,14.11,27000,25602.65,60,10.42
OWN,medical,70000.0,48.24,25000,22103.35,36,13.59
OWN,credit_card,33000.0,10.33,8000,7103.69,36,16.02
MORTGAGE,other,65000.0,15.77,12000,0.0,36,6.72
RENT,debt_consolidation,53000.0,28.77,12475,11933.39,60,25.82
MORTGAGE,debt_consolidation,120000.0,37.55,12000,10655.53,36,16.02
RENT,credit_card,48000.0,32.18,15000,13842.59,36,25.82
RENT,credit_card,48000.0,17.95,10000,9296.37,36,11.98
MORTGAGE,debt_consolidation,105000.0,13.23,32000,30150.25,60,15.05
MORTGAGE,credit_card,115000.0,23.28,20000,0.0,36,6.07
OWN,other,30000.0,3.56,20000,18509.07,36,7.96
MORTGAGE,home_improvement,103960.0,7.47,3500,2850.03,36,6.72
OWN,credit_card,35000.0,11.63,15000,13881.81,36,7.96
MORTGAGE,medical,80000.0,7.44,7500,0.0,36,7.34
MORTGAGE,other,120000.0,9.34,15000,14620.0,60,10.9
MORTGAGE,debt_consolidation,46000.0,21.29,10000,9270.13,36,9.44
OWN,other,18000.0,19.27,2500,2311.96,36,7.34
MORTGAGE,credit_card,82000.0,19.36,7000,6511.93,36,12.61
OWN,debt_consolidation,18000.0,34.2,6000,5396.56,36,7.35
OWN,debt_consolidation,17000.0,84.46,18000,16253.39,36,9.93
MORTGAGE,debt_consolidation,139500.0,21.22,24000,21654.89,36,9.43
MORTGAGE,home_improvement,85500.0,12.37,30000,28026.97,60,9.93
MORTGAGE,debt_consolidation,200000.0,17.19,20000,18783.84,36,21.85
RENT,debt_consolidation,198000.0,19.07,2500,2321.32,36,10.9
MORTGAGE,debt_consolidation,150000.0,2.0,25000,23136.34,36,7.96
RENT,credit_card,113500.0,31.08,16000,15622.37,60,13.58
RENT,credit_card,38678.0,11.7,4000,3710.06,36,9.92
MORTGAGE,debt_consolidation,132400.0,10.35,35000,30972.01,36,14.08
RENT,credit_card,59000.0,6.85,8500,7355.83,36,10.91
OWN,credit_card,42000.0,24.54,10800,9713.83,36,7.35
RENT,credit_card,50000.0,16.06,2000,1800.56,36,7.97
RENT,debt_consolidation,43500.0,26.73,19200,18224.57,60,20.0
MORTGAGE,debt_consolidation,45000.0,25.22,15000,13225.26,36,11.99
RENT,debt_consolidation,32000.0,31.43,4000,3491.33,36,6.72
OWN,debt_consolidation,14400.0,8.75,9600,8904.13,36,9.92
MORTGAGE,other,40000.0,22.11,9600,5628.32,36,13.59
MORTGAGE,debt_consolidation,0.0,19.30819165998396,25000,22463.84,36,6.72
MORTGAGE,home_improvement,99000.0,10.47,35000,32320.34,36,6.08
MORTGAGE,home_improvement,94000.0,1.81,25200,22171.22,36,10.91
RENT,debt_consolidation,36000.0,18.77,3700,3233.42,36,7.35
OWN,debt_consolidation,150000.0,4.66,12000,10548.1,36,10.42
MORTGAGE,debt_consolidation,65000.0,18.8,27000,25477.74,60,16.02
MORTGAGE,home_improvement,75000.0,12.45,5000,4648.17,36,11.98
MORTGAGE,credit_card,76500.0,24.17,8000,7218.41,36,9.44
RENT,debt_consolidation,48000.0,11.18,14000,13660.94,60,12.61
MORTGAGE,credit_card,72000.0,22.83,12000,11105.43,36,7.96
RENT,credit_card,71000.0,9.11,9550,8345.75,36,7.35
OWN,debt_consolidation,25500.0,10.24,6000,4864.96,36,10.91
RENT,other,72000.0,16.7,2500,2197.48,36,10.42
OWN,debt_consolidation,110000.0,18.47,12000,10931.6,36,16.02
RENT,credit_card,60000.0,14.7,15000,13273.71,36,14.08
MORTGAGE,home_improvement,66000.0,26.4,25000,24021.35,60,9.92
MORTGAGE,credit_card,49500.0,33.02,5500,5101.39,36,9.93
RENT,car,60000.0,8.3,6500,5713.52,36,10.42
RENT,debt_consolidation,250000.0,6.22,24000,21606.89,36,7.97
MORTGAGE,car,31600.0,12.04,5000,4518.12,36,10.42
MORTGAGE,other,128000.0,33.76,36000,34625.77,60,10.9
RENT,other,103000.0,6.58,30000,0.0,36,7.35
RENT,debt_consolidation,55000.0,3.75,5000,4539.14,36,13.59
MORTGAGE,debt_consolidation,110000.0,12.73,9600,8617.52,36,6.08
MORTGAGE,house,20000.0,23.23,5000,4374.69,36,7.97
RENT,other,50000.0,11.33,28000,26382.13,60,15.05
MORTGAGE,car,74500.0,1.98,3000,2770.26,36,6.07
RENT,credit_card,68000.0,11.44,4800,4501.62,36,20.39
MORTGAGE,home_improvement,96152.0,8.69,6000,5346.63,36,18.06
OWN,debt_consolidation,31000.0,6.31,6000,5568.11,36,10.41
RENT,debt_consolidation,52000.0,15.65,2500,2381.42,36,10.9
MORTGAGE,home_improvement,62400.0,12.76,1300,0.0,36,11.98
