homeownership,annual_income,debt_to_income,loan_purpose,loan_amount,balance,term,interest_rate
RENT,94000.0,12.78,other,30000,27908.32,36,12.61
RENT,38464.0,23.68,credit_card,4700,4269.81,36,14.08
OWN,72000.0,8.18,home_improvement,40000,35906.37,36,6.08
MORTGAGE,60000.0,14.88,debt_consolidation,18000,16518.59,36,21.45
MORTGAGE,84000.0,10.43,credit_card,6500,5666.36,36,6.08
MORTGAGE,112000.0,15.27,credit_card,15000,13534.5,36,9.44
MORTGAGE,80000.0,15.51,debt_consolidation,12000,11105.43,36,7.96
MORTGAGE,42000.0,33.86,debt_consolidation,12000,10851.41,36,10.91
MORTGAGE,32000.0,20.22,credit_card,7000,6325.37,36,10.42
MORTGAGE,44820.0,44.34,credit_card,18000,17085.57,60,20.0
MORTGAGE,74000.0,10.22,credit_card,26525,25259.0,60,13.59
OWN,180000.0,12.16,debt_consolidation,15000,13464.86,36,6.08
RENT,90000.0,11.57,debt_consolidation,11000,0.0,60,16.02
MORTGAGE,154400.0,14.9,debt_consolidation,29000,27850.48,60,9.43
RENT,50000.0,31.16,debt_consolidation,12000,11232.16,36,18.45
RENT,113000.0,18.37,debt_consolidation,10800,9573.57,36,15.05
MORTGAGE,62200.0,19.58,debt_consolidation,26400,25472.07,60,14.07
MORTGAGE,185000.0,17.96,debt_consolidation,25000,22441.1,36,6.07
RENT,14500.0,8.36,debt_consolidation,15000,14410.98,60,24.84
MORTGAGE,75000.0,0.69,other,10000,8976.56,36,6.08
RENT,33000.0,27.93,debt_consolidation,7200,6607.43,36,21.45
OWN,55000.0,22.15,medical,4000,3734.64,36,16.01
RENT,57200.0,3.15,debt_consolidation,5150,4482.77,36,5.32
RENT,50000.0,23.84,debt_consolidation,7500,6860.58,36,19.03
RENT,61800.0,13.79,debt_consolidation,32000,30999.42,60,18.45
MORTGAGE,42000.0,25.35,other,30000,27981.26,36,15.04
OWN,120000.0,6.51,credit_card,8000,6963.58,36,5.32
MORTGAGE,72000.0,18.41,debt_consolidation,30000,27291.78,36,15.05
OWN,87000.0,19.97,credit_card,15000,14405.42,60,9.43
MORTGAGE,45000.0,44.11,debt_consolidation,35000,32559.72,36,12.61
RENT,35000.0,19.43,debt_consolidation,10000,9523.51,36,10.9
MORTGAGE,83740.0,23.99,debt_consolidation,35000,32644.78,36,15.04
RENT,60000.0,7.64,debt_consolidation,35000,33350.52,60,14.08
RENT,75000.0,18.8,credit_card,25000,22481.23,36,15.05
MORTGAGE,76000.0,3.28,credit_card,10000,8717.45,36,6.08
RENT,45000.0,17.08,credit_card,1700,1495.65,36,10.91
RENT,90540.0,15.92,debt_consolidation,20000,19095.25,36,14.07
MORTGAGE,38000.0,50.47,credit_card,11500,10049.88,36,7.35
OWN,75000.0,3.82,debt_consolidation,15000,14369.79,60,18.45
RENT,58000.0,10.01,credit_card,10000,8879.63,36,16.02
RENT,43000.0,24.42,credit_card,24000,22971.7,60,26.3
RENT,94000.0,16.66,other,20000,17728.91,36,15.05
MORTGAGE,110000.0,31.18,debt_consolidation,12000,10557.7,36,10.91
MORTGAGE,120000.0,1.4,home_improvement,18000,9127.47,36,9.43
RENT,40000.0,12.07,credit_card,4800,1854.81,36,10.41
MORTGAGE,62000.0,3.43,other,5000,4374.69,36,7.97
MORTGAGE,91000.0,22.31,credit_card,40000,35863.53,36,5.32
RENT,35000.0,19.58,debt_consolidation,12000,11155.65,36,11.98
RENT,24000.0,23.3,debt_consolidation,8000,7420.1,36,9.92
MORTGAGE,67000.0,15.57,major_purchase,13500,11981.11,36,7.96
MORTGAGE,60000.0,10.4,debt_consolidation,8000,7453.95,36,14.07
RENT,45000.0,13.2,credit_card,16000,14923.34,36,15.04
MORTGAGE,78000.0,32.11,debt_consolidation,20000,18495.85,36,7.34
RENT,125000.0,15.62,credit_card,6500,5801.75,36,19.03
MORTGAGE,90000.0,12.14,debt_consolidation,12000,11124.02,36,9.43
RENT,37500.0,12.71,credit_card,3100,2883.86,36,12.61
MORTGAGE,80000.0,15.5,credit_card,13000,0.0,60,12.62
RENT,57500.0,18.95,debt_consolidation,9500,8517.55,36,5.32
OWN,175000.0,11.59,debt_consolidation,32000,0.0,36,6.08
MORTGAGE,50000.0,16.13,debt_consolidation,20000,19430.21,60,21.85
RENT,25000.0,7.73,debt_consolidation,7200,6371.38,36,14.08
MORTGAGE,70000.0,13.75,house,10000,8985.52,36,6.72
MORTGAGE,61000.0,24.97,debt_consolidation,10000,9522.22,36,10.41
MORTGAGE,39000.0,9.78,credit_card,9600,8607.11,36,5.31
RENT,90000.0,7.68,debt_consolidation,7000,6142.28,36,9.44
RENT,56000.0,6.79,debt_consolidation,8650,7654.48,36,14.08
MORTGAGE,71000.0,8.38,credit_card,20000,19193.94,60,20.0
OWN,80833.44,18.22,credit_card,30000,26897.65,36,5.32
MORTGAGE,60000.0,27.0,debt_consolidation,30000,27254.14,36,14.08
RENT,60000.0,31.44,debt_consolidation,14000,12552.23,36,5.32
RENT,105000.0,11.61,car,4200,3881.29,36,6.71
MORTGAGE,92000.0,20.16,debt_consolidation,35000,33589.39,60,20.0
MORTGAGE,41600.0,14.05,home_improvement,16000,15373.66,60,9.92
MORTGAGE,99000.0,14.03,credit_card,10000,8826.93,36,16.02
RENT,50000.0,5.42,debt_consolidation,10000,9226.01,36,5.31
RENT,42000.0,26.69,debt_consolidation,10000,8879.63,36,16.02
MORTGAGE,105000.0,21.97,debt_consolidation,13650,12810.59,60,12.62
MORTGAGE,109000.0,14.76,house,5000,4395.02,36,10.42
MORTGAGE,196000.0,24.38,credit_card,28000,25472.33,36,15.05
RENT,170000.0,5.56,credit_card,9000,8356.75,36,10.9
RENT,77000.0,16.07,debt_consolidation,28000,0.0,60,24.85
RENT,41000.0,21.49,other,3200,2969.7,36,10.42
MORTGAGE,75000.0,0.48,other,6000,5548.75,36,7.34
MORTGAGE,85000.0,24.42,debt_consolidation,30000,26733.24,36,18.06
RENT,84000.0,15.23,debt_consolidation,30000,27825.77,36,9.93
RENT,27000.0,18.22,credit_card,3500,3141.78,36,6.08
MORTGAGE,85000.0,17.83,debt_consolidation,19000,17668.82,60,7.35
MORTGAGE,110000.0,3.96,house,16000,14207.37,36,16.02
RENT,65000.0,14.2,credit_card,5000,4539.14,36,13.59
RENT,94000.0,25.32,credit_card,35000,32611.1,36,14.07
MORTGAGE,66872.0,18.09,credit_card,9000,8065.77,36,21.45
RENT,36000.0,19.33,debt_consolidation,10800,10570.5,60,17.47
RENT,109992.0,2.25,debt_consolidation,9000,5657.31,36,10.42
MORTGAGE,49000.0,28.31,credit_card,13000,11755.73,36,10.91
MORTGAGE,120000.0,15.64,credit_card,5000,3134.77,36,6.72
MORTGAGE,94000.0,5.41,debt_consolidation,35000,32678.16,36,16.01
RENT,160000.0,9.95,home_improvement,10000,9302.76,36,12.61
RENT,30000.0,4.8,debt_consolidation,5000,1459.12,36,16.01
RENT,90000.0,1.27,home_improvement,40000,36904.08,36,5.31
RENT,90000.0,5.81,debt_consolidation,24000,20892.82,36,9.44
RENT,83000.0,17.97,credit_card,10000,8782.01,36,9.93
RENT,48000.0,21.43,house,4000,3835.63,36,20.39
MORTGAGE,98000.0,21.27,debt_consolidation,28000,26631.44,60,21.45
RENT,35000.0,14.64,debt_consolidation,3000,2788.9,36,11.98
RENT,50000.0,22.4,debt_consolidation,13000,12112.67,36,14.07
MORTGAGE,67000.0,19.25,credit_card,18000,15164.27,36,16.01
MORTGAGE,25236.0,27.1,debt_consolidation,15000,14067.64,36,20.39
MORTGAGE,53000.0,32.09,credit_card,20500,18585.0,36,12.62
RENT,100000.0,21.53,debt_consolidation,30000,24893.36,36,5.32
MORTGAGE,105000.0,17.3,debt_consolidation,10000,9518.75,36,9.92
MORTGAGE,67500.0,28.39,debt_consolidation,22875,21411.35,36,18.45
RENT,25000.0,16.47,debt_consolidation,8000,7428.22,36,10.9
MORTGAGE,195000.0,24.81,debt_consolidation,35000,30944.76,36,13.59
MORTGAGE,95000.0,15.16,major_purchase,30000,28531.92,60,12.62
MORTGAGE,72000.0,6.22,other,32925,31340.5,36,9.92
RENT,32000.0,36.01,credit_card,6600,6103.7,36,7.35
RENT,78000.0,18.28,credit_card,15000,13448.8,36,5.32
RENT,160000.0,6.69,credit_card,12000,11154.62,60,12.61
MORTGAGE,50000.0,14.33,credit_card,15000,13871.88,36,7.34
RENT,49000.0,21.41,credit_card,7000,6354.8,36,13.59
OWN,45000.0,24.26,house,15000,13478.32,36,6.72
RENT,36000.0,31.17,credit_card,9000,8126.69,36,9.93
RENT,78000.0,16.91,car,26000,24774.67,60,14.08
MORTGAGE,56309.0,6.91,debt_consolidation,24000,23455.26,60,15.04
OWN,150000.0,23.17,credit_card,14000,12341.91,36,11.99
MORTGAGE,160000.0,15.34,credit_card,15000,14218.17,60,19.03
MORTGAGE,100000.0,11.3,debt_consolidation,6000,5278.86,36,10.91
RENT,50000.0,49.26,debt_consolidation,20000,19557.39,60,30.75
RENT,70000.0,8.4,credit_card,20000,18864.95,60,6.72
MORTGAGE,256000.0,7.24,debt_consolidation,20000,19005.39,60,11.99
RENT,77500.0,29.72,other,14000,12947.11,36,7.34
RENT,41000.0,23.48,debt_consolidation,6000,5417.78,36,9.93
OWN,46000.0,28.91,debt_consolidation,10000,9399.96,60,13.59
RENT,115000.0,18.12,credit_card,14000,13501.53,60,13.58
MORTGAGE,65000.0,23.43,debt_consolidation,14000,12916.42,36,5.31
MORTGAGE,79000.0,20.34,debt_consolidation,22000,20458.63,60,7.35
OWN,43500.0,19.34,debt_consolidation,7800,7213.38,36,7.34
RENT,75000.0,5.39,credit_card,12000,11142.36,36,10.9
RENT,102500.0,15.4,debt_consolidation,12000,11143.66,36,10.9
MORTGAGE,40000.0,45.12,debt_consolidation,15000,14177.43,60,17.09
MORTGAGE,58000.0,10.35,other,15000,13464.86,36,6.08
RENT,47106.0,25.89,debt_consolidation,10000,6198.02,60,14.08
MORTGAGE,60000.0,25.28,credit_card,10000,9285.29,36,10.9
RENT,45000.0,14.45,debt_consolidation,9000,8177.23,36,7.96
MORTGAGE,45300.0,17.43,debt_consolidation,18000,17193.55,60,16.02
RENT,69000.0,22.43,debt_consolidation,22000,21091.26,60,19.03
MORTGAGE,73000.0,24.38,debt_consolidation,20000,18668.58,60,9.44
MORTGAGE,100000.0,6.25,debt_consolidation,35000,32319.97,36,6.07
MORTGAGE,144000.0,9.81,debt_consolidation,25000,24143.99,60,15.04
MORTGAGE,80000.0,7.44,medical,7500,0.0,36,7.34
MORTGAGE,39000.0,1.29,debt_consolidation,5000,0.0,36,16.01
MORTGAGE,50000.0,13.61,credit_card,8000,7202.27,36,7.97
MORTGAGE,93000.0,22.63,debt_consolidation,30000,27478.18,36,20.0
MORTGAGE,100000.0,22.0,debt_consolidation,20800,19520.96,60,12.62
RENT,38000.0,17.85,debt_consolidation,10000,9123.24,36,17.09
MORTGAGE,72000.0,5.7,debt_consolidation,24000,22326.66,36,12.61
RENT,100000.0,15.1,credit_card,11000,10379.81,60,16.02
RENT,130000.0,21.24,debt_consolidation,40000,38161.85,60,15.05
MORTGAGE,50000.0,8.93,debt_consolidation,5000,4369.5,36,7.35
MORTGAGE,75610.0,24.45,small_business,5525,5159.19,36,16.01
MORTGAGE,131000.0,12.58,debt_consolidation,6000,5318.67,36,15.05
MORTGAGE,100000.0,16.15,other,20000,17952.88,36,6.07
RENT,60000.0,40.1,other,5000,4742.56,36,5.31
OWN,57000.0,4.23,credit_card,10000,9522.22,36,10.41
RENT,50000.0,16.61,debt_consolidation,13000,11406.1,36,9.44
OWN,25000.0,7.36,credit_card,5000,4492.76,36,6.72
OWN,21600.0,34.28,debt_consolidation,10500,10323.45,60,25.82
MORTGAGE,36000.0,21.93,debt_consolidation,15000,13319.42,36,16.02
MORTGAGE,1020000.0,1.75,debt_consolidation,20000,19357.88,60,17.47
MORTGAGE,114000.0,19.66,other,21600,21064.0,60,26.77
MORTGAGE,38000.0,31.9,major_purchase,12000,11803.67,60,26.77
MORTGAGE,1600001.0,0.98,major_purchase,12000,11097.5,36,7.34
RENT,40000.0,28.09,debt_consolidation,4800,4492.87,36,18.45
RENT,28000.0,8.96,debt_consolidation,5000,3670.68,36,15.05
MORTGAGE,30000.0,8.36,credit_card,6500,6025.5,36,9.43
MORTGAGE,80000.0,28.3,debt_consolidation,28000,27169.59,60,20.39
MORTGAGE,85000.0,26.58,debt_consolidation,17000,15698.25,36,6.07
OWN,25500.0,33.6,credit_card,5000,4762.84,36,10.9
MORTGAGE,190000.0,10.67,credit_card,35000,32344.12,36,6.71
OWN,130000.0,12.51,credit_card,35000,32320.35,36,6.08
MORTGAGE,75000.0,16.83,other,20000,17596.2,36,10.91
RENT,55000.0,16.02,debt_consolidation,14700,13292.79,36,10.9
RENT,25000.0,19.44,credit_card,10000,9057.25,36,11.99
MORTGAGE,54100.0,15.37,home_improvement,2300,2079.82,36,10.91
RENT,26000.0,18.79,debt_consolidation,6050,5354.76,36,14.08
OWN,75000.0,25.36,credit_card,17000,14915.67,36,9.44
RENT,71000.0,29.53,car,24000,22772.89,60,10.9
RENT,100000.0,28.24,small_business,30000,28945.56,60,14.07
MORTGAGE,78000.0,30.34,credit_card,32000,29712.96,36,10.9
RENT,83000.0,16.11,debt_consolidation,3000,2637.0,36,10.42
MORTGAGE,58000.0,25.37,credit_card,28000,27451.07,60,20.39
MORTGAGE,56000.0,14.59,credit_card,3025,2637.02,36,6.08
MORTGAGE,62100.0,35.25,debt_consolidation,13550,12954.71,36,16.01
RENT,72000.0,16.17,debt_consolidation,6800,6203.79,36,17.09
MORTGAGE,106000.0,7.02,debt_consolidation,21000,20147.51,60,10.9
MORTGAGE,350000.0,6.7,debt_consolidation,40000,34997.78,36,7.97
RENT,100000.0,7.44,debt_consolidation,30000,28726.45,60,18.06
RENT,35000.0,56.17,debt_consolidation,25000,23438.11,60,11.99
OWN,85000.0,19.24,debt_consolidation,35000,34027.84,60,7.34
OWN,80000.0,17.9,debt_consolidation,25000,23281.4,36,13.58
RENT,21000.0,17.09,debt_consolidation,10000,9270.01,36,9.43
MORTGAGE,60000.0,5.74,home_improvement,35000,31883.47,36,16.01
MORTGAGE,50000.0,18.1,debt_consolidation,25000,24394.55,60,12.61
RENT,36000.0,10.13,debt_consolidation,13000,11747.13,36,10.42
MORTGAGE,77049.16,14.75,home_improvement,2000,1769.79,36,14.08
MORTGAGE,71000.0,29.67,credit_card,20000,19257.56,60,11.98
MORTGAGE,85000.0,48.06,debt_consolidation,32000,28317.27,36,14.08
MORTGAGE,50000.0,27.48,other,2500,2266.35,36,12.61
RENT,58000.0,21.19,debt_consolidation,12000,0.0,60,26.3
RENT,42000.0,16.46,debt_consolidation,20000,18673.43,36,16.02
MORTGAGE,131004.7,18.48,credit_card,5000,4648.17,36,11.98
MORTGAGE,111000.0,14.29,debt_consolidation,26000,25034.83,60,11.98
RENT,95000.0,17.68,debt_consolidation,30000,26370.26,36,10.42
RENT,46500.0,20.26,credit_card,10000,1435.8,36,6.71
OWN,52000.0,22.5,other,10000,9109.69,36,16.02
RENT,31536.0,39.99,debt_consolidation,12000,10991.25,36,20.0
RENT,42000.0,11.43,debt_consolidation,8000,7461.67,36,15.04
OWN,70000.0,0.0,small_business,2400,0.0,36,6.08
MORTGAGE,31000.0,17.96,credit_card,14000,13532.58,60,16.01
RENT,90000.0,26.8,credit_card,8000,7103.69,36,16.02
MORTGAGE,92000.0,18.73,debt_consolidation,20225,18864.01,36,15.04
MORTGAGE,180000.0,4.43,debt_consolidation,35000,34184.68,60,14.07
RENT,34500.0,34.16,debt_consolidation,20000,18592.74,36,11.98
RENT,107000.0,27.58,credit_card,16300,15592.3,60,25.82
MORTGAGE,25000.0,29.67,debt_consolidation,35950,33978.58,60,17.09
MORTGAGE,114000.0,30.64,small_business,14400,12669.26,36,10.91
RENT,25000.0,10.95,debt_consolidation,7225,6356.64,36,10.91
MORTGAGE,75000.0,7.42,debt_consolidation,8000,7287.73,36,16.02
RENT,45000.0,14.91,credit_card,10000,9495.53,36,6.71
OWN,101000.0,10.69,other,3100,0.0,36,5.31
RENT,50000.0,13.39,credit_card,23000,20335.09,36,13.59
MORTGAGE,155555.0,20.15,debt_consolidation,15000,13920.33,36,10.41
OWN,32000.0,19.62,house,1700,1614.23,36,6.71
RENT,70000.0,39.07,debt_consolidation,8000,7287.73,36,16.02
RENT,85000.0,3.52,credit_card,7500,6772.24,36,9.93
MORTGAGE,76000.0,18.9,debt_consolidation,28000,26464.57,60,17.09
MORTGAGE,40000.0,36.54,debt_consolidation,13000,12398.89,36,12.61
OWN,71000.0,15.21,credit_card,19200,17808.29,36,9.92
MORTGAGE,55584.0,26.17,debt_consolidation,13775,12505.39,36,13.59
MORTGAGE,55000.0,15.54,other,3600,3158.61,36,9.44
OWN,30000.0,23.44,credit_card,14000,12356.15,36,12.62
MORTGAGE,55000.0,18.31,credit_card,10000,0.0,36,7.97
RENT,54000.0,11.11,debt_consolidation,2000,1509.42,36,6.72
MORTGAGE,105000.0,13.47,debt_consolidation,21000,18279.38,36,5.32
MORTGAGE,80000.0,24.09,credit_card,16000,15512.72,60,19.42
MORTGAGE,26000.0,43.21,debt_consolidation,4000,3751.34,36,20.39
RENT,144000.0,5.57,debt_consolidation,6000,5391.31,36,6.72
OWN,29000.0,1.16,debt_consolidation,12000,0.0,36,10.91
MORTGAGE,100000.0,19.31,debt_consolidation,24000,22780.73,60,20.0
MORTGAGE,175933.0,17.53,debt_consolidation,20000,18550.28,36,9.92
MORTGAGE,40000.0,3.27,debt_consolidation,10000,0.0,60,21.85
OWN,30000.0,9.52,house,15000,13851.4,36,6.07
MORTGAGE,112000.0,17.65,debt_consolidation,13000,11315.8,36,5.32
RENT,84000.0,7.57,house,35000,33701.09,60,11.99
OWN,95000.0,16.62,debt_consolidation,10000,8629.33,36,7.97
MORTGAGE,102000.0,29.02,home_improvement,25000,24071.97,60,11.98
RENT,38000.0,24.16,debt_consolidation,24000,23404.43,60,26.77
MORTGAGE,32000.0,30.27,debt_consolidation,7775,6967.9,36,21.45
MORTGAGE,75000.0,35.49,credit_card,20000,18452.04,36,5.31
RENT,51883.0,22.3,credit_card,15000,13627.07,36,14.08
OWN,35000.0,11.73,credit_card,6100,5815.28,36,11.98
RENT,80000.0,27.05,debt_consolidation,24000,22500.58,60,11.99
RENT,40000.0,9.09,debt_consolidation,8000,7469.28,36,16.01
MORTGAGE,95000.0,12.58,debt_consolidation,16000,0.0,60,16.02
RENT,39000.0,17.13,home_improvement,5200,4834.1,36,11.98
MORTGAGE,120850.0,27.88,credit_card,12000,11081.12,36,6.07
RENT,72465.0,12.52,debt_consolidation,19200,18000.47,60,11.99
MORTGAGE,80000.0,16.6,debt_consolidation,20000,19374.64,60,18.45
RENT,50000.0,33.85,other,20000,18540.06,36,9.43
MORTGAGE,140000.0,10.48,credit_card,10000,9241.17,36,6.71
RENT,52000.0,21.76,debt_consolidation,12000,11413.45,60,21.45
RENT,65000.0,14.22,credit_card,13600,10607.5,36,6.07
MORTGAGE,18000.0,10.09,credit_card,10000,9570.3,36,17.47
MORTGAGE,160000.0,8.67,debt_consolidation,12800,12174.33,60,21.45
MORTGAGE,65000.0,10.06,debt_consolidation,16000,14470.33,36,10.91
RENT,105000.0,24.52,debt_consolidation,25000,23103.19,36,6.72
RENT,118000.0,18.95,debt_consolidation,40000,37401.02,60,10.42
MORTGAGE,80000.0,13.86,debt_consolidation,15400,14646.4,60,12.62
RENT,60000.0,40.4,debt_consolidation,15600,14807.46,60,20.0
RENT,32028.0,20.27,debt_consolidation,20000,19297.02,60,14.07
OWN,100000.0,4.94,home_improvement,12000,0.0,36,7.34
RENT,60000.0,12.6,debt_consolidation,5000,4424.54,36,14.08
RENT,32000.0,27.01,moving,7500,7182.52,36,18.45
MORTGAGE,56400.0,17.6,credit_card,16000,14874.2,36,11.98
RENT,90000.0,13.19,home_improvement,3000,2706.83,36,9.43
RENT,65000.0,16.77,moving,1000,887.94,36,16.02
MORTGAGE,45000.0,34.99,home_improvement,14000,0.0,60,12.62
MORTGAGE,98000.0,17.83,medical,6000,4894.78,36,11.98
OWN,69000.0,37.67,debt_consolidation,6000,5304.78,36,13.59
MORTGAGE,180000.0,19.12,major_purchase,28800,27029.04,60,12.62
MORTGAGE,100000.0,4.38,home_improvement,20000,19103.71,60,16.01
RENT,24000.0,39.55,debt_consolidation,1000,919.8,36,22.91
RENT,40000.0,28.22,other,15000,13319.42,36,16.02
RENT,55000.0,7.55,credit_card,10000,8773.94,36,9.44
MORTGAGE,67000.0,32.65,credit_card,12000,10868.7,36,11.99
OWN,40000.0,25.77,debt_consolidation,10000,9029.52,36,9.92
MORTGAGE,72000.0,34.48,debt_consolidation,5000,0.0,36,9.44
RENT,46000.0,35.64,debt_consolidation,19200,18487.27,60,11.98
MORTGAGE,30000.0,8.56,credit_card,10000,9522.69,60,13.59
MORTGAGE,156000.0,13.22,credit_card,40000,35977.23,36,7.35
RENT,18000.0,8.47,car,18125,0.0,36,13.59
RENT,33000.0,15.67,debt_consolidation,15000,14751.24,60,26.3
MORTGAGE,80000.0,34.46,debt_consolidation,24350,21987.22,36,9.93
MORTGAGE,133000.0,11.96,debt_consolidation,16000,13927.17,36,5.32
MORTGAGE,32000.0,10.62,debt_consolidation,2600,2357.04,36,12.62
MORTGAGE,45000.0,15.48,debt_consolidation,15000,13534.5,36,9.44
RENT,85000.0,31.05,debt_consolidation,20000,18219.37,36,16.02
RENT,300000.0,12.43,debt_consolidation,10000,8749.43,36,7.97
MORTGAGE,85000.0,13.1,debt_consolidation,12000,10609.61,36,13.59
RENT,45000.0,21.41,debt_consolidation,4000,3824.27,36,16.01
MORTGAGE,150000.0,7.89,medical,15000,13504.32,36,7.97
RENT,60000.0,21.28,credit_card,12000,11394.63,36,6.71
OWN,400000.0,2.79,debt_consolidation,40000,36171.45,36,10.91
RENT,0.0,,debt_consolidation,20000,19128.86,60,17.09
RENT,60000.0,20.76,credit_card,13000,12379.5,60,13.59
RENT,116000.0,18.95,debt_consolidation,13125,11547.52,36,10.91
MORTGAGE,68000.0,17.48,small_business,12000,10728.47,36,20.0
MORTGAGE,160000.0,8.78,debt_consolidation,40000,34997.78,36,7.97
RENT,100000.0,19.15,debt_consolidation,40000,37080.14,36,9.43
MORTGAGE,5000.0,267.55,debt_consolidation,6000,5719.95,36,11.98
MORTGAGE,15000.0,103.52,debt_consolidation,14400,13891.68,60,24.85
RENT,33000.0,20.55,other,2500,2250.94,36,7.97
RENT,33280.0,45.47,debt_consolidation,8500,7879.51,36,9.43
MORTGAGE,107000.0,12.15,credit_card,12600,0.0,36,6.72
MORTGAGE,55000.0,19.05,credit_card,9000,8078.91,36,6.08
MORTGAGE,400000.0,12.7,home_improvement,30675,26700.98,36,5.32
MORTGAGE,126000.0,6.57,home_improvement,15000,13448.8,36,5.32
OWN,31200.0,17.95,small_business,21275,20014.29,60,14.08
RENT,45000.0,23.81,credit_card,20000,18114.51,36,11.99
RENT,42000.0,12.14,major_purchase,6000,5749.75,36,19.42
MORTGAGE,97000.0,27.6,credit_card,9000,8347.63,36,9.92
MORTGAGE,55000.0,23.15,debt_consolidation,40000,38454.11,60,10.42
MORTGAGE,133000.0,12.78,home_improvement,25000,24087.05,60,12.61
RENT,35000.0,31.0,debt_consolidation,5000,4648.17,36,11.98
MORTGAGE,56750.0,10.38,debt_consolidation,32000,31189.33,60,10.9
MORTGAGE,39000.0,0.0,other,4200,3688.43,36,9.93
MORTGAGE,46328.0,36.4,debt_consolidation,13000,11891.7,36,19.03
MORTGAGE,118000.0,8.41,other,4000,3650.1,36,17.09
MORTGAGE,179443.0,28.14,debt_consolidation,36025,31695.22,36,10.91
OWN,150000.0,25.13,house,30000,28714.63,60,26.3
RENT,43000.0,4.13,other,4000,3534.66,36,15.05
MORTGAGE,61000.0,9.33,medical,15000,14077.59,60,12.62
MORTGAGE,0.0,,debt_consolidation,15000,13872.03,36,7.35
RENT,32000.0,16.39,credit_card,4300,3979.44,36,7.96
RENT,150000.0,9.97,other,40000,37101.71,36,9.92
MORTGAGE,67000.0,31.91,small_business,10000,9703.41,60,20.39
MORTGAGE,104000.0,21.51,debt_consolidation,33000,29007.31,36,10.42
RENT,22000.0,10.09,debt_consolidation,10000,9495.53,36,6.71
MORTGAGE,31600.0,24.76,debt_consolidation,5400,5036.62,36,15.04
RENT,50000.0,8.16,credit_card,15000,14257.0,36,7.96
MORTGAGE,50000.0,15.91,debt_consolidation,24000,23069.91,60,21.45
RENT,48000.0,32.25,debt_consolidation,16800,16086.82,60,18.06
RENT,90000.0,8.95,debt_consolidation,10000,8519.29,36,9.44
RENT,36000.0,29.27,debt_consolidation,10000,8864.46,36,15.05
MORTGAGE,55000.0,43.95,credit_card,30000,28050.78,60,10.42
MORTGAGE,55000.0,20.55,home_improvement,5600,5191.19,36,9.43
RENT,45000.0,34.53,debt_consolidation,18000,16039.93,36,18.06
MORTGAGE,110000.0,12.73,debt_consolidation,9600,8617.52,36,6.08
MORTGAGE,125000.0,21.31,credit_card,34825,33981.6,60,12.61
RENT,60000.0,11.48,debt_consolidation,10000,9547.62,36,14.07
MORTGAGE,55000.0,12.28,debt_consolidation,24000,22524.18,60,12.62
MORTGAGE,60000.0,11.78,credit_card,7000,6147.38,36,9.93
MORTGAGE,60000.0,35.2,debt_consolidation,19225,17428.6,36,12.62
RENT,42000.0,13.11,credit_card,12000,11071.21,36,5.31
MORTGAGE,60000.0,12.86,debt_consolidation,12000,11599.33,60,16.01
RENT,32000.0,7.01,house,3000,2712.85,36,10.91
OWN,22800.0,13.68,debt_consolidation,12000,11588.87,60,15.04
MORTGAGE,64449.0,26.2,debt_consolidation,10000,9451.63,60,17.09
MORTGAGE,114000.0,18.57,debt_consolidation,26000,24706.99,60,11.99
MORTGAGE,205000.0,12.36,credit_card,40000,36904.52,36,5.32
MORTGAGE,77500.0,25.05,debt_consolidation,35000,31883.47,36,16.01
MORTGAGE,68000.0,5.19,other,9000,8310.83,36,6.07
RENT,65000.0,21.15,debt_consolidation,12000,10538.41,36,9.93
MORTGAGE,65000.0,12.72,home_improvement,24000,23370.99,60,24.84
RENT,43000.0,11.81,credit_card,8000,6973.97,36,6.08
RENT,79000.0,35.87,home_improvement,4000,3614.51,36,10.42
RENT,54000.0,4.71,major_purchase,20000,0.0,60,10.9
MORTGAGE,43000.0,22.5,credit_card,12000,11203.92,36,16.01
RENT,40000.0,22.34,debt_consolidation,12000,10474.0,36,6.72
MORTGAGE,49000.0,21.48,debt_consolidation,5000,4673.55,36,17.09
MORTGAGE,140000.0,37.22,car,10000,8849.12,36,14.08
MORTGAGE,83000.0,26.13,debt_consolidation,3500,3255.95,36,12.61
RENT,40000.0,39.93,other,5000,4511.49,36,9.44
RENT,150000.0,22.82,debt_consolidation,28000,27115.2,60,18.06
MORTGAGE,140000.0,20.57,debt_consolidation,25600,22283.49,36,5.32
MORTGAGE,25000.0,46.86,other,7000,6215.74,36,16.02
RENT,50000.0,6.51,credit_card,7800,6993.38,36,5.32
RENT,71000.0,12.33,other,5000,4390.98,36,9.93
RENT,95000.0,10.38,debt_consolidation,10000,6247.34,36,5.32
RENT,90000.0,24.57,debt_consolidation,16000,15245.95,60,14.08
MORTGAGE,150000.0,2.0,debt_consolidation,25000,23136.34,36,7.96
MORTGAGE,38000.0,2.4,medical,12000,11323.42,60,16.02
OWN,107000.0,25.07,debt_consolidation,28000,26713.26,60,15.05
MORTGAGE,50000.0,10.73,debt_consolidation,15000,14310.67,60,15.05
MORTGAGE,223500.0,15.22,major_purchase,40000,37080.14,36,9.43
OWN,60000.0,25.46,credit_card,25000,22487.55,36,7.35
