homeownership_MORTGAGE,homeownership_OWN,homeownership_RENT,loan_purpose_car,loan_purpose_credit_card,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_house,loan_purpose_major_purchase,loan_purpose_medical,loan_purpose_moving,loan_purpose_other,loan_purpose_renewable_energy,loan_purpose_small_business,loan_purpose_vacation,annual_income,debt_to_income,loan_amount,balance,term,interest_rate
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18195056183165514,0.2003063935298178,2.294637809552766,2.14818112334051,-0.6593331703738533,-1.4212618154317407
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018880403488156446,-0.9013823828960708,-0.3748914600209151,-0.3313554323226759,-0.6593331703738533,1.3202694814825104
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07381081127483352,-0.15135319773392736,0.838530935239849,0.942609736741207,1.516683893566257,0.524405545543873
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5286820846846013,-0.20807248664743452,0.27550294383885443,0.3475422799861912,1.516683893566257,-0.5974026656661161
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1728860272873816,30.013299217973096,0.838530935239849,0.8213780740865234,-0.6593331703738533,-0.0874898423888483
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21971136880796804,0.6707428486359666,1.3238998933441546,1.3642419300215947,-0.6593331703738533,1.0083228131246522
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700061896226216,-0.8032913773632994,0.838530935239849,0.9918667485883861,1.516683893566257,-0.5994023237966152
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665020260378235,-0.4082582122245192,-1.297092480419096,-1.1794471666215303,-0.6593331703738533,-0.5994023237966152
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4823364773031063,-0.4910016454630475,0.838530935239849,0.8002079965008594,-0.6593331703738533,0.524405545543873
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45143940571544294,0.3197505431241451,-0.6564054557214124,-0.5758279780419463,-0.6593331703738533,0.3304387068854613
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665020260378235,0.2563583966914015,0.35316197713554337,0.3506845722456355,-0.6593331703738533,-1.26928779751381
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522601086965144,-0.7238843728843891,-0.617575939073068,-0.4954029596763073,1.516683893566257,0.23245545849100588
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2437447050069818,-0.02790533362805846,-1.3553367553916125,-1.2277035826901515,-0.6593331703738533,-0.5014190754021598
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6831674426229178,2.579180099137506,0.6443833519981268,0.6996375828864749,-0.6593331703738533,0.3284390487549622
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14246868983880973,0.07952767243164355,-0.4234283558313457,-0.2950288878886804,1.516683893566257,3.257938209936128
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38278152715146674,-0.6544866546843332,0.4502357687564045,0.5479595068575475,-0.6593331703738533,-1.42326147356224
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6831674426229178,-0.0592677639684683,-0.4719652516417763,-0.40576382913118686,-0.6593331703738533,-0.0874898423888483
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6831674426229178,0.4852374096012015,-0.617575939073068,-0.5502129268321755,-0.6593331703738533,-1.26928779751381
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08925934706866519,-0.6017710802823676,0.35316197713554337,0.3542142566520442,-0.6593331703738533,-1.0173308730709247
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4502452829631296,1.181216448857532,-0.4234283558313457,-0.3570086205831843,-0.6593331703738533,0.3304387068854613
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11157161825114642,0.690761421193675,-0.03513318934790117,0.11676494990804998,1.516683893566257,0.2304558003605068
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012016668099506876,0.3190832573722214,-0.03513318934790117,0.10576040355710606,1.516683893566257,1.398256148571975
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665020260378235,-0.7098713720939932,0.35316197713554337,0.48464096296084036,1.516683893566257,0.2304558003605068
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8658409633593063,-0.20873977239935823,1.3238998933441546,1.4137679084371326,-0.6593331703738533,-0.5994023237966152
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17336576142647306,0.612688988218612,0.04252584394878774,0.14480571826604077,1.516683893566257,1.1263026428240983
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32785111936478967,0.1255703893143731,-0.4234283558313457,-1.4511064114835928,1.516683893566257,2.774020942355348
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6059247636537596,-0.7018639430709099,-1.0058711055565124,-1.4511064114835928,-0.6593331703738533,-0.0874898423888483
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0934141736677232,-0.11598705288197568,0.838530935239849,0.8948892465961067,1.516683893566257,-0.40143616887720535
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19739909762548682,0.4558768365165625,1.8092688514484603,1.9868774564267766,1.516683893566257,1.0083228131246522
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5482654130455087,0.5893339869012856,1.908769487859843,1.7298467813423115,-0.6593331703738533,-0.3034529204827499
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45143940571544294,0.6640699911167306,-0.4234283558313457,-0.3570086205831843,-0.6593331703738533,0.3304387068854613
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.312402583570958,-0.6664977982189582,-0.6369906973972402,-0.6228800661925434,-0.6593331703738533,-0.305452578613249
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6059247636537596,-0.6398063681420135,-1.0058711055565124,-0.8922872178479011,-0.6593331703738533,-0.40343582700770436
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665020260378235,0.13224324683360908,-0.617575939073068,-0.5744881632331447,-0.6593331703738533,1.3202694814825104
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043655269405274116,0.711447279503307,1.8092688514484603,1.7535469511624242,-0.6593331703738533,0.9323358041656871
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6382677530508896,-0.9147280979345431,-0.03513318934790117,0.014026746041222378,-0.6593331703738533,0.9323358041656871
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29695404777712636,0.3984902618511317,-0.617575939073068,-0.5192285803212143,-0.6593331703738533,-0.305452578613249
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0934141736677232,1.3206791710095678,0.838530935239849,0.9827058275586175,1.516683893566257,3.6438722291224517
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3055388481823084,-0.4162656412476025,0.2560881855146822,-0.1131031125919834,-0.6593331703738533,-0.8933520689799812
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08925934706866519,-0.7599178034882643,0.6443833519981268,0.7668300482528256,1.516683893566257,-0.5014190754021598
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5286820846846013,-0.8206408069133133,-1.1029448971773737,-0.9976659106749962,-0.6593331703738533,-0.40143616887720535
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13560495445016016,0.5472949845300978,-0.9087973139356513,-0.8198519116117529,-0.6593331703738533,-1.1413096771618683
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5364063525815171,0.03615409855660865,0.061940602272959965,0.18626169602421994,1.516683893566257,1.514236320140922
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04977747507581977,-1.0695383923808217,-0.617575939073068,-0.5762173774021073,-0.6593331703738533,-1.26928779751381
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3982300629452984,0.12757224657014377,0.7414571436189878,0.8320082751762813,1.516683893566257,1.3202694814825104
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49778501309693796,-0.9574343860576544,-1.1029448971773737,-0.9856768262510679,-0.6593331703738533,-0.5014190754021598
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6382677530508896,-0.16870262728394123,-0.617575939073068,-0.5007381323531533,1.516683893566257,-0.5974026656661161
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29695404777712636,-0.5103529322688323,0.35316197713554337,0.4487851100214725,1.516683893566257,1.1263026428240983
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13560495445016016,-0.3869050681629635,0.061940602272959965,0.1645195626774944,1.516683893566257,-0.5974026656661161
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25060844039563135,-0.5503900773842492,-1.0058711055565124,-1.258078739995912,-0.6593331703738533,-1.1413096771618683
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5240475239464518,-0.12532905340890632,0.1590143938938211,0.27444961142812146,1.516683893566257,0.7183723842022844
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29695404777712636,-0.5210295042996101,-0.3263545642104846,-0.24542262094527412,-0.6593331703738533,-1.1433093352923673
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.21971136880796804,0.43051997794346525,0.838530935239849,1.014535210825392,1.516683893566257,2.4840705134329806
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7622435538200881,0.8102055707880021,-0.6661128348834985,-0.5935667246678407,-0.6593331703738533,-1.0153312149404257
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2437447050069818,0.6987688502167585,-0.6127222494920249,-0.5375694909061206,-0.6593331703738533,-0.0874898423888483
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.544130620478433,0.5719845573512715,-1.2000186887982347,-1.0770652430971182,-0.6593331703738533,0.3284390487549622
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522601086965144,0.37913897504534666,-0.617575939073068,-0.5775190551601717,-0.6593331703738533,-1.4212618154317407
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35874819095245297,0.37046426027033974,0.7414571436189878,0.8908989067610539,1.516683893566257,2.0941371779856577
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6059247636537596,0.21698853732790818,-1.1029448971773737,-1.3765825999162713,-0.6593331703738533,-1.42326147356224
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42054233412777964,-0.12733091066467725,-0.1322069809687623,-0.1013759694902254,-0.6593331703738533,-1.4212618154317407
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32098738397614013,-0.8713545240595081,1.8092688514484603,1.7925471035744331,-0.6593331703738533,-1.271287455644309
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299580998527733,-0.17270634179548308,0.4502357687564045,0.5511208676423603,-0.6593331703738533,-1.0173308730709247
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5750276920660963,-0.5350425050900061,-0.617575939073068,-0.47118793967123934,1.516683893566257,0.2304558003605068
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5750276920660963,1.748409337992605,1.3238998933441546,1.4974325689022558,1.516683893566257,1.204289309913563
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5935659350186943,0.0067935254719695,-0.1322069809687623,-0.0031620241687743997,1.516683893566257,-0.305452578613249
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38927449768106437,0.018804669006594554,-1.1223596555015458,-1.0233522179532504,-0.6593331703738533,0.7183723842022844
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45143940571544294,-0.21341077266282354,-0.617575939073068,-0.5164917451275051,-0.6593331703738533,0.2304558003605068
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07381081127483352,0.16360567717401917,-0.7340644890181013,-0.6319516662350588,-0.6593331703738533,-0.5014190754021598
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.955548122125639,-0.4169329269995261,2.294637809552766,2.0528354856771527,-0.6593331703738533,-1.1413096771618683
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299580998527733,0.928315148878482,0.35316197713554337,0.3723905757548202,-0.6593331703738533,0.3304387068854613
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08925934706866519,0.061510957129705966,0.35316197713554337,0.49166319832951844,1.516683893566257,1.0083228131246522
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7295130500044129,0.18562610698749835,-0.6564054557214124,-0.5501958655200034,-0.6593331703738533,1.0083228131246522
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5132335488907697,0.13224324683360908,-0.617575939073068,-0.520750047924318,-0.6593331703738533,-0.5974026656661161
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2437447050069818,-0.998138816924995,-1.2000186887982347,-1.0903891242968564,-0.6593331703738533,-1.1413096771618683
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2478995316060397,-0.2647917755609419,-0.1322069809687623,-0.02416148863271854,1.516683893566257,1.3202694814825104
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6136490315506754,2.099401643504427,0.7414571436189878,0.8313408767883765,1.516683893566257,-0.4994194172716607
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2737812440863789,-0.5450517913688602,-1.1029448971773737,-1.4511064114835928,-0.6593331703738533,0.23245545849100588
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8658409633593063,-0.6484810829170207,-0.03513318934790117,-0.04953065622589297,-0.6593331703738533,-1.1413096771618683
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552715420883615,-0.2267564877012958,-0.8602604181252208,-0.7560395932686559,-0.6593331703738533,-1.271287455644309
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45143940571544294,-0.1320019109281426,-0.277817668400054,-0.25009139884081366,-0.6593331703738533,0.524405545543873
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012016668099506876,-1.1642929691539752,-0.1322069809687623,-0.12784107548880144,-0.6593331703738533,-0.40143616887720535
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0934141736677232,0.8816051462438292,1.3238998933441546,1.4360048198368462,-0.6593331703738533,1.5922229872303866
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45143940571544294,0.11956481754706055,0.35316197713554337,0.3251066544800036,-0.6593331703738533,0.3304387068854613
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3673329913576351,-0.3728920673725675,-0.8117235223147902,-0.7356533324363055,-0.6593331703738533,1.1263026428240983
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.788598284390148,-1.0368413905365648,-0.1322069809687623,-0.08431566092481772,-0.6593331703738533,0.23245545849100588
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8839984079427294,-0.48032507343226966,-0.617575939073068,-0.5680670882168803,-0.6593331703738533,-0.3034529204827499
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1706568526368815,-0.69452379979975,1.3238998933441546,1.3312443486743368,-0.6593331703738533,-1.1433093352923673
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7844434577910899,0.028146669533525206,0.7608719019431601,0.8813515971909189,1.516683893566257,-0.5994023237966152
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4106945427424726,-0.9614381005691961,2.294637809552766,2.316461863325996,1.516683893566257,0.038488619832594106
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7604101215920762,0.1736149634528733,-0.7631866265043596,-0.6562660432933638,-0.6593331703738533,0.3284390487549622
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6677189068290862,-0.6965256570555209,-0.617575939073068,-0.5512847786792168,-0.6593331703738533,-1.4212618154317407
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46688794150927465,-0.2687954900724836,-0.617575939073068,-0.5455511741828244,-0.6593331703738533,-0.5974026656661161
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6831674426229178,0.08886967295857419,-0.8117235223147902,-0.7197050199818734,-0.6593331703738533,0.7183723842022844
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7140645142105813,0.774172140184127,0.5473095603772656,0.5877585301218455,-0.6593331703738533,-1.271287455644309
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6059247636537596,-0.5937636512592842,0.1590143938938211,0.2723671277365384,1.516683893566257,0.524405545543873
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32785111936478967,-0.29281777714173374,-0.9087973139356513,-0.8204801693423219,-0.6593331703738533,-1.26928779751381
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4023848895443565,-0.7098713720939932,1.3238998933441546,1.2695516474669621,-0.6593331703738533,-0.40143616887720535
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38964526254011633,0.22099225183945004,-0.5010873891280346,-0.3525807082712495,1.516683893566257,0.5224058874133737
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6986159784167495,0.5726518431031952,-0.617575939073068,-0.5027292878442863,1.516683893566257,-0.8913524108494821
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6368218352414229,1.786444625852251,-0.617575939073068,-0.4890190181041822,1.516683893566257,1.3202694814825104
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.29695404777712636,-0.005884903814579274,-1.3553367553916125,-1.225879025894345,-0.6593331703738533,1.0083228131246522
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7689949219972583,0.6587317051013415,1.0884959486635664,1.1645794153122,1.516683893566257,0.9323358041656871
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072007788219317,-1.0008079599326896,0.838530935239849,0.9935287211152594,1.516683893566257,-0.40343582700770436
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6986159784167495,-1.0601963918538913,-1.4427031678503877,-1.3150745623229934,-0.6593331703738533,-0.40143616887720535
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29695404777712636,-0.34219692278408126,0.35316197713554337,0.36133785628715576,-0.6593331703738533,-0.4994194172716607
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3364359197699718,-0.23409663097245553,0.838530935239849,0.9551989779109508,1.516683893566257,1.398256148571975
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6615394925115535,1.2305955944998797,1.4476689776607525,0.7907951702149038,1.516683893566257,0.23245545849100588
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6059247636537596,0.06284552863355317,-0.9087973139356513,-0.7813736346308878,-0.6593331703738533,-0.08948950051934734
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11157161825114642,0.7948579984937589,-0.1322069809687623,0.00139133896795454,1.516683893566257,0.3284390487549622
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17336576142647306,-0.005884903814579274,-0.3748914600209151,-0.27497682805358165,1.516683893566257,-0.0874898423888483
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12702015404497807,-0.10931419536273944,0.7899940394294185,0.8460176196826948,1.516683893566257,-0.4994194172716607
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6213732994475912,-0.4563027863630194,-1.044700622204857,-0.9579943454486892,-0.6593331703738533,-0.5974026656661161
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3741967267462847,-0.9841258161345992,-1.4548373918029953,-1.330368523275299,-0.6593331703738533,-0.8913524108494821
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25919324080081346,-0.6117803665612217,0.35316197713554337,0.4578807966223484,1.516683893566257,0.038488619832594106
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4754727419144567,0.9903727238073782,-1.0495543117859,-0.9399505024168956,-0.6593331703738533,1.8041867490632897
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4754727419144567,-0.6024383660342912,1.3238998933441546,1.4591891358654054,1.516683893566257,0.7163727260717857
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5286820846846013,0.08553324419895607,-0.617575939073068,-0.5448857830081162,-0.6593331703738533,-0.4994194172716607
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5595791562722646,0.026144812277754285,-1.1029448971773737,-0.9979981044590512,-0.6593331703738533,-0.4994194172716607
